ID,target
test_id_128,76.02665218
test_id_129,40.83951735
test_id_130,80.69953443
test_id_131,85.6559696
test_id_132,75.77288461
test_id_133,97.47168414
test_id_134,56.56374578
test_id_135,25.47453974
test_id_136,67.01563001
test_id_137,57.6324394
test_id_138,61.0959806
test_id_139,70.03635032
test_id_140,94.12917618
test_id_141,61.07493181
test_id_142,67.29288809
test_id_143,90.74059779
test_id_144,19.8756286
test_id_145,94.12917618
test_id_146,85.49339682
test_id_147,32.48193864
test_id_148,58.71101342
test_id_149,69.40609517
test_id_150,77.36009517
test_id_151,83.85415383
test_id_152,98.65691013
test_id_153,65.07136245
test_id_154,40.96268062
test_id_155,112.9044907
test_id_156,27.70229382
test_id_157,80.56884366
test_id_158,39.83520508
test_id_159,49.21044802
test_id_160,106.947303
test_id_161,87.79086899
test_id_162,99.75279854
test_id_163,190.630506
test_id_164,81.19902183
test_id_165,123.6225797
test_id_166,72.79303113
test_id_167,57.32832728
test_id_168,52.01496487
test_id_169,93.13866102
test_id_170,96.23749877
test_id_171,57.80314539
test_id_172,93.2599959
test_id_173,145.6550058
test_id_174,149.1478415
test_id_175,65.78232123
test_id_176,59.88082418
test_id_177,78.81919461
test_id_178,49.80129921
test_id_179,87.86766114
test_id_180,60.79154713
test_id_181,125.017824
test_id_182,69.46673373
test_id_183,61.95727675
test_id_184,79.05428168
test_id_185,78.81100846
test_id_186,65.90584191
test_id_187,39.83520508
test_id_188,86.17167227
test_id_189,75.45155506
test_id_190,42.89015795
test_id_191,55.35017405
test_id_192,85.20182256
test_id_193,97.47168414
test_id_194,47.08935019
test_id_195,73.90901086
test_id_196,67.41434451
test_id_197,83.62513309
test_id_198,85.4429796
test_id_199,122.814185
test_id_200,97.47168414
test_id_201,44.84707221
test_id_202,96.83845283
test_id_203,81.45521803
test_id_204,61.18799706
test_id_205,81.37571321
test_id_206,45.8230303
test_id_207,82.15088886
test_id_208,49.73385047
test_id_209,97.47168414
test_id_210,109.9482508
test_id_211,65.22966313
test_id_212,61.54382777
test_id_213,97.47168414
test_id_214,59.26271337
test_id_215,82.4021109
test_id_216,89.97279464
test_id_217,92.62028846
test_id_218,75.77288461
test_id_219,72.79808789
test_id_220,134.4350957
test_id_221,32.48193864
test_id_222,86.702419
test_id_223,47.29780357
test_id_224,64.75201097
test_id_225,58.99011986
test_id_226,98.86139065
test_id_227,89.56501818
test_id_228,139.6025976
test_id_229,110.5884559
test_id_230,106.395603
test_id_231,68.66633851
test_id_232,51.84674981
test_id_233,102.41289
test_id_234,103.604795
test_id_235,86.96764105
test_id_236,66.10564998
test_id_237,61.80669115
test_id_238,102.398334
test_id_239,85.55777432
test_id_240,72.79808789
test_id_241,87.86766114
test_id_242,58.99011986
test_id_243,78.6028769
test_id_244,71.09014954
test_id_245,66.38564479
test_id_246,31.45408917
test_id_247,62.81882254
test_id_248,82.27172525
test_id_249,49.22504156
test_id_250,45.8230303
test_id_251,101.9726531
test_id_252,51.87488053
test_id_253,63.63766324
test_id_254,47.69376724
test_id_255,67.06328596
test_id_256,78.02756683
test_id_257,52.48631918
test_id_258,146.7908904
test_id_259,85.01478615
test_id_260,75.8389566
test_id_261,65.82636943
test_id_262,57.32832728
test_id_263,72.39790052
test_id_264,97.47168414
test_id_265,94.88773377
test_id_266,68.52371699
test_id_267,47.29780357
test_id_268,67.64151878
test_id_269,142.1247296
test_id_270,64.75201097
test_id_271,55.35017405
test_id_272,66.38564479
test_id_273,73.02856612
test_id_274,42.18266599
test_id_275,87.21263617
test_id_276,56.79410339
test_id_277,78.00072913
test_id_278,80.01714371
test_id_279,64.29195885
test_id_280,58.94871297
test_id_281,49.95787188
test_id_282,76.58094695
test_id_283,70.71607816
test_id_284,50.30654678
test_id_285,69.5285111
test_id_286,96.72228999
test_id_287,85.20182256
test_id_288,71.19816946
test_id_289,124.1501234
test_id_290,54.60798641
test_id_291,85.01478615
test_id_292,133.7318335
test_id_293,66.83611169
test_id_294,78.6028769
test_id_295,68.44357891
test_id_296,79.05329461
test_id_297,97.47168414
test_id_298,88.30169446
test_id_299,100.1513709
test_id_300,25.7178559
test_id_301,72.39790052
test_id_302,56.25465481
test_id_303,123.5174472
test_id_304,66.83611169
test_id_305,72.79808789
test_id_306,104.9875277
test_id_307,142.9561954
test_id_308,82.4021109
test_id_309,33.15697075
test_id_310,102.41289
test_id_311,85.01478615
test_id_312,143.5026166
test_id_313,66.82083541
test_id_314,70.48630494
test_id_315,53.16249796
test_id_316,73.78058666
test_id_317,122.814185
test_id_318,60.50282137
test_id_319,44.64114356
test_id_320,77.91032354
test_id_321,46.78304429
test_id_322,94.05059477
test_id_323,39.12872054
test_id_324,80.74063621
test_id_325,54.24343214
test_id_326,77.70799262
test_id_327,82.84995807
test_id_328,54.85108331
test_id_329,13.50101529
test_id_330,46.78304429
test_id_331,88.01012019
test_id_332,73.2844456
test_id_333,61.04035748
test_id_334,35.0933671
test_id_335,42.89015795
test_id_336,62.26579137
test_id_337,45.92424466
test_id_338,45.46384349
test_id_339,40.96268062
test_id_340,132.6263186
test_id_341,75.77288461
test_id_342,64.29195885
test_id_343,70.71607816
test_id_344,49.45463573
test_id_345,93.99879053
test_id_346,70.42382358
test_id_347,97.47168414
test_id_348,44.84707221
test_id_349,176.290167
test_id_350,63.59570289
test_id_351,69.10194981
test_id_352,81.37571321
test_id_353,40.15313051
test_id_354,72.82304588
test_id_355,72.79808789
test_id_356,37.78921212
test_id_357,73.2844456
test_id_358,76.20094921
test_id_359,102.0268743
test_id_360,44.64114356
test_id_361,95.58121911
test_id_362,144.3533839
test_id_363,76.06170106
test_id_364,130.7590277
test_id_365,97.47168414
test_id_366,95.63841691
test_id_367,90.84245785
test_id_368,66.82083541
test_id_369,48.21498748
test_id_370,93.69562764
test_id_371,52.01496487
test_id_372,35.2006937
test_id_373,107.7112576
test_id_374,76.20094921
test_id_375,69.05539256
test_id_376,89.36112416
test_id_377,77.04606575
test_id_378,46.78304429
test_id_379,89.60429923
test_id_380,61.13867011
test_id_381,65.83685402
test_id_382,69.46673373
test_id_383,181.8929956
test_id_384,82.4021109
test_id_385,85.6389733
test_id_386,71.46723899
test_id_387,77.70799262
test_id_388,58.98968212
test_id_389,22.41240826
test_id_390,80.01714371
test_id_391,49.00068515
test_id_392,44.98295828
test_id_393,40.96268062
test_id_394,62.30358207
test_id_395,65.78232123
test_id_396,59.84429549
test_id_397,69.46673373
test_id_398,78.81100846
test_id_399,74.41125226
test_id_400,64.29195885
test_id_401,85.6559696
test_id_402,66.80378945
test_id_403,51.84674981
test_id_404,70.66165734
test_id_405,85.01478615
test_id_406,66.83611169
test_id_407,85.6559696
test_id_408,58.5694181
test_id_409,77.7090612
test_id_410,45.23199476
test_id_411,70.42382358
test_id_412,101.2412455
test_id_413,90.84245785
test_id_414,80.56884366
test_id_415,34.22500436
test_id_416,61.69005948
test_id_417,144.3533839
test_id_418,75.77288461
test_id_419,26.5078237
test_id_420,104.8455119
test_id_421,62.8407503
test_id_422,68.70518236
test_id_423,72.79808789
test_id_424,71.42381013
test_id_425,92.84892581
test_id_426,76.14450505
test_id_427,79.63152743
test_id_428,68.17409881
test_id_429,67.44379591
test_id_430,69.29774479
test_id_431,73.98204239
test_id_432,146.7449517
test_id_433,44.84707221
test_id_434,52.57146242
test_id_435,60.413895
test_id_436,80.76298005
test_id_437,78.25132522
test_id_438,75.13869269
test_id_439,73.76687364
test_id_440,76.65617477
test_id_441,117.4824632
test_id_442,66.61238203
test_id_443,122.814185
test_id_444,44.64114356
test_id_445,77.04606575
test_id_446,77.91032354
test_id_447,65.45342555
test_id_448,63.81068654
test_id_449,44.39186911
test_id_450,80.56884366
test_id_451,36.90357528
test_id_452,89.57054272
test_id_453,67.80103723
test_id_454,101.1051147
test_id_455,73.2175392
test_id_456,45.8230303
test_id_457,142.1247296
test_id_458,87.86766114
test_id_459,80.56884366
test_id_460,93.2599959
test_id_461,77.70799262
test_id_462,81.37571321
test_id_463,92.29590894
test_id_464,85.6559696
test_id_465,45.8230303
test_id_466,64.75201097
test_id_467,93.8805817
test_id_468,75.45155506
test_id_469,82.4021109
test_id_470,66.83611169
test_id_471,51.5671177
test_id_472,58.94871297
test_id_473,88.10848274
test_id_474,69.37644402
test_id_475,68.17409881
test_id_476,97.47168414
test_id_477,40.96268062
test_id_478,86.74386897
test_id_479,64.75201097
test_id_480,80.56884366
test_id_481,65.78232123
test_id_482,91.32602981
test_id_483,67.29288809
test_id_484,116.454933
test_id_485,46.17032803
test_id_486,80.56884366
test_id_487,62.45761795
test_id_488,49.73385047
test_id_489,92.68070497
test_id_490,85.20182256
test_id_491,40.47978441
test_id_492,89.80858287
test_id_493,75.77288461
test_id_494,85.6559696
test_id_495,58.71101342
test_id_496,90.42004665
test_id_497,72.79303113
test_id_498,49.90564302
test_id_499,177.8350622
test_id_500,85.97299636
test_id_501,18.84426118
test_id_502,80.6362924
test_id_503,72.79808789
test_id_504,75.30114561
test_id_505,106.395603
test_id_506,122.814185
test_id_507,78.4296172
test_id_508,132.6263186
test_id_509,93.54775912
test_id_510,97.47168414
test_id_511,90.56833717
test_id_512,68.66633851
test_id_513,58.31004417
test_id_514,70.13224931
test_id_515,129.5342362
test_id_516,25.14247098
test_id_517,51.51036109
test_id_518,40.96268062
test_id_519,44.84707221
test_id_520,90.44902353
test_id_521,43.21713979
test_id_522,80.56884366
test_id_523,76.78589401
test_id_524,81.65271675
test_id_525,39.83520508
test_id_526,66.47714548
test_id_527,49.21044802
test_id_528,165.1379783
test_id_529,74.34890537
test_id_530,82.4021109
test_id_531,85.01478615
test_id_532,36.32899874
test_id_533,89.23035005
test_id_534,85.49339682
test_id_535,75.77288461
test_id_536,155.0222195
test_id_537,57.32832728
test_id_538,90.5495248
test_id_539,48.94835636
test_id_540,92.84892581
test_id_541,63.52713715
test_id_542,82.4021109
test_id_543,36.40652598
test_id_544,71.89806781
test_id_545,90.68312051
test_id_546,152.3910603
test_id_547,57.32832728
test_id_548,78.67553907
test_id_549,112.7587978
test_id_550,44.00354932
test_id_551,64.29195885
test_id_552,66.83611169
test_id_553,93.86865751
test_id_554,70.42382358
test_id_555,88.00493951
test_id_556,44.00354932
test_id_557,110.0858744
test_id_558,95.99058095
test_id_559,103.3712677
test_id_560,86.95730111
test_id_561,84.81521561
test_id_562,70.98977865
test_id_563,62.68356528
test_id_564,43.57052007
test_id_565,86.22803476
test_id_566,84.64130486
test_id_567,89.78469139
test_id_568,93.86865751
test_id_569,71.42381013
test_id_570,64.98687533
test_id_571,94.05059477
test_id_572,64.83650164
test_id_573,95.08671696
test_id_574,56.25465481
test_id_575,28.20522605
test_id_576,71.89806781
test_id_577,49.00068515
test_id_578,66.26178777
test_id_579,73.28805698
test_id_580,75.8389566
test_id_581,64.92555066
test_id_582,45.23199476
test_id_583,77.50089642
test_id_584,80.95665347
test_id_585,152.3910603
test_id_586,47.29780357
test_id_587,85.20182256
test_id_588,139.6025976
test_id_589,90.84245785
test_id_590,72.39790052
test_id_591,82.4021109
test_id_592,59.77773314
test_id_593,44.33740289
test_id_594,55.28027249
test_id_595,76.78589401
test_id_596,62.81882254
test_id_597,91.09622543
test_id_598,32.94446449
test_id_599,87.83135794
test_id_600,77.52719119
test_id_601,77.0397341
test_id_602,85.20182256
test_id_603,93.54775912
test_id_604,114.1399552
test_id_605,85.01478615
test_id_606,69.47379932
test_id_607,99.83221298
test_id_608,85.97299636
test_id_609,89.0009409
test_id_610,84.6832253
test_id_611,39.40210044
test_id_612,62.8407503
test_id_613,86.96764105
test_id_614,122.814185
test_id_615,92.58992671
test_id_616,33.51768925
test_id_617,95.63841691
test_id_618,79.24557018
test_id_619,75.57239461
test_id_620,64.03160986
test_id_621,66.64428511
test_id_622,68.62689295
test_id_623,100.1479986
test_id_624,69.93973001
test_id_625,132.6263186
test_id_626,92.29590894
test_id_627,25.68094276
test_id_628,64.03160986
test_id_629,89.36112416
test_id_630,72.79808789
test_id_631,64.03160986
test_id_632,43.46617626
test_id_633,64.03160986
test_id_634,75.0792023
test_id_635,134.8169612
test_id_636,47.29780357
test_id_637,88.00493951
test_id_638,42.84702757
test_id_639,108.9702408
test_id_640,76.14450505
test_id_641,92.84892581
test_id_642,48.34859385
test_id_643,89.36112416
test_id_644,45.46384349
test_id_645,40.96268062
test_id_646,101.9726531
test_id_647,150.6220857
test_id_648,67.80103723
test_id_649,95.93243467
test_id_650,119.446385
test_id_651,65.57650503
test_id_652,45.75595912
test_id_653,64.83650164
test_id_654,76.06170106
test_id_655,97.91953131
test_id_656,96.23749877
test_id_657,95.70586565
test_id_658,68.52371699
test_id_659,67.41434451
test_id_660,44.78268936
test_id_661,70.13224931
test_id_662,135.1766219
test_id_663,97.79150463
test_id_664,80.74063621
test_id_665,90.84245785
test_id_666,32.94446449
test_id_667,33.81800756
test_id_668,57.32832728
test_id_669,84.10499248
test_id_670,117.8356012
test_id_671,85.6389733
test_id_672,67.3272164
test_id_673,72.73371214
test_id_674,74.12399625
test_id_675,69.01319658
test_id_676,85.01478615
test_id_677,47.51310916
test_id_678,66.83611169
test_id_679,82.74701968
test_id_680,71.09014954
test_id_681,68.17409881
test_id_682,122.814185
test_id_683,86.96764105
test_id_684,51.5671177
test_id_685,122.814185
test_id_686,39.12872054
test_id_687,66.29393088
test_id_688,129.2141326
test_id_689,64.59591514
test_id_690,91.09622543
test_id_691,82.84995807
test_id_692,45.23199476
test_id_693,87.86766114
test_id_694,75.77288461
test_id_695,109.9482508
test_id_696,94.05059477
test_id_697,77.52719119
test_id_698,43.24379502
test_id_699,93.01218404
test_id_700,84.86199498
test_id_701,20.38915635
test_id_702,40.15313051
test_id_703,38.79355683
test_id_704,25.14247098
test_id_705,67.21029522
test_id_706,76.10872971
test_id_707,66.40460225
test_id_708,85.01478615
test_id_709,80.74063621
test_id_710,87.86766114
test_id_711,36.40652598
test_id_712,43.24379502
test_id_713,40.96268062
test_id_714,98.86139065
test_id_715,151.3296629
test_id_716,102.41289
test_id_717,65.45342555
test_id_718,69.01319658
test_id_719,49.21044802
test_id_720,127.3725816
test_id_721,67.44379591
test_id_722,85.01478615
test_id_723,122.814185
test_id_724,94.96436021
test_id_725,122.814185
test_id_726,86.96764105
test_id_727,32.51334454
test_id_728,75.57239461
test_id_729,45.46384349
test_id_730,98.15926479
test_id_731,130.0832344
test_id_732,67.44379591
test_id_733,44.70822955
test_id_734,94.12917618
test_id_735,59.17845824
test_id_736,95.81020946
test_id_737,33.81800756
test_id_738,94.41266026
test_id_739,85.6559696
test_id_740,65.82636943
test_id_741,74.50096948
test_id_742,50.33867227
test_id_743,40.96268062
test_id_744,95.64384358
test_id_745,102.41289
test_id_746,62.14195693
test_id_747,56.25465481
test_id_748,110.5884559
test_id_749,61.95727675
test_id_750,68.48729713
test_id_751,90.45076387
test_id_752,51.63751182
test_id_753,82.4021109
test_id_754,130.3893255
test_id_755,45.46384349
test_id_756,59.88082418
test_id_757,62.14195693
test_id_758,60.99212782
test_id_759,170.9469211
test_id_760,74.33228661
test_id_761,82.4021109
test_id_762,33.83905635
test_id_763,47.29780357
test_id_764,25.47453974
test_id_765,75.0792023
test_id_766,50.93382996
test_id_767,24.02571055
test_id_768,71.89806781
test_id_769,76.14450505
test_id_770,116.454933
test_id_771,38.79355683
test_id_772,80.44135756
test_id_773,70.42382358
test_id_774,72.39790052
test_id_775,84.81521561
test_id_776,84.6832253
test_id_777,64.75201097
test_id_778,50.93382996
test_id_779,104.5989126
test_id_780,75.8389566
test_id_781,40.96268062
test_id_782,150.6220857
test_id_783,46.14148466
test_id_784,100.7679824
test_id_785,71.29827913
test_id_786,93.60974484
test_id_787,142.3389262
test_id_788,85.77464738
test_id_789,60.34410597
test_id_790,85.01478615
test_id_791,95.93243467
test_id_792,66.83611169
test_id_793,28.78345887
test_id_794,86.95730111
test_id_795,103.3432876
test_id_796,86.96764105
test_id_797,62.8407503
test_id_798,86.15556906
test_id_799,141.9109989
test_id_800,85.55777432
test_id_801,91.09622543
test_id_802,71.48606493
test_id_803,64.78696201
test_id_804,80.76248228
test_id_805,47.29780357
test_id_806,61.07493181
test_id_807,94.05059477
test_id_808,92.57046966
test_id_809,42.6655622
test_id_810,65.80825155
test_id_811,80.6362924
test_id_812,52.18653987
test_id_813,84.04141745
test_id_814,85.49339682
test_id_815,77.70799262
test_id_816,20.17270076
test_id_817,82.84995807
test_id_818,103.0796934
test_id_819,80.76298005
test_id_820,59.88082418
test_id_821,71.58794515
test_id_822,67.09212933
test_id_823,49.27517936
test_id_824,63.45188684
test_id_825,80.56884366
test_id_826,68.73347986
test_id_827,122.814185
test_id_828,122.814185
test_id_829,75.12099916
test_id_830,89.80858287
test_id_831,66.83930072
test_id_832,145.8982791
test_id_833,32.94446449
test_id_834,90.14877554
test_id_835,59.67616235
test_id_836,75.6591714
test_id_837,67.68522837
test_id_838,61.64664268
test_id_839,43.00534797
test_id_840,67.93415876
test_id_841,59.26271337
test_id_842,40.96268062
test_id_843,61.07493181
test_id_844,107.7112576
test_id_845,61.07493181
test_id_846,81.2310683
test_id_847,93.9155338
test_id_848,117.4824632
test_id_849,69.87587093
test_id_850,80.56884366
test_id_851,88.68494538
test_id_852,39.12872054
test_id_853,89.23035005
test_id_854,43.23779419
test_id_855,81.37571321
test_id_856,81.64483681
test_id_857,33.81800756
test_id_858,71.61073796
test_id_859,67.24947129
test_id_860,57.18289447
test_id_861,82.73869418
test_id_862,74.50096948
test_id_863,103.0745127
test_id_864,58.71101342
test_id_865,40.96268062
test_id_866,58.84486018
test_id_867,60.96559495
test_id_868,76.98465329
test_id_869,117.4824632
test_id_870,60.34410597
test_id_871,119.199718
test_id_872,66.29393088
test_id_873,104.3687496
test_id_874,84.52515318
test_id_875,21.6157599
test_id_876,71.57508401
test_id_877,85.4429796
test_id_878,90.77481542
test_id_879,98.86139065
test_id_880,13.50101529
test_id_881,88.44315522
test_id_882,87.86766114
test_id_883,90.14877554
test_id_884,105.1251513
test_id_885,105.0237676
test_id_886,67.93415876
test_id_887,90.42004665
test_id_888,97.47168414
test_id_889,95.57166984
test_id_890,72.79808789
test_id_891,80.6362924
test_id_892,60.97165078
test_id_893,72.79808789
test_id_894,87.42004775
test_id_895,85.6389733
test_id_896,109.4607398
test_id_897,80.76298005
test_id_898,95.64384358
test_id_899,108.5655181
test_id_900,94.11732338
test_id_901,91.32602981
test_id_902,98.86139065
test_id_903,90.37071885
test_id_904,72.73371214
test_id_905,105.6425991
test_id_906,83.89015111
test_id_907,80.56884366
test_id_908,82.16170257
test_id_909,90.45076387
test_id_910,29.04237273
test_id_911,70.13224931
test_id_912,99.36230707
test_id_913,66.83611169
test_id_914,99.75279854
test_id_915,117.2634908
test_id_916,89.80858287
test_id_917,75.3504734
test_id_918,81.37571321
test_id_919,97.47168414
test_id_920,103.6450895
test_id_921,61.64664268
test_id_922,74.33228661
test_id_923,72.97074594
test_id_924,144.3533839
test_id_925,46.58277536
test_id_926,71.09014954
test_id_927,68.45378698
test_id_928,99.17456572
test_id_929,74.01683453
test_id_930,76.14450505
test_id_931,68.52371699
test_id_932,151.3296629
test_id_933,101.8929394
test_id_934,24.12486643
test_id_935,53.24492141
test_id_936,69.01319658
test_id_937,129.5146671
test_id_938,40.75422724
test_id_939,87.86766114
test_id_940,38.56610493
test_id_941,67.80103723
test_id_942,75.77288461
test_id_943,80.56884366
test_id_944,70.42382358
test_id_945,97.47168414
test_id_946,132.6263186
test_id_947,59.26271337
test_id_948,44.33740289
test_id_949,40.1741793
test_id_950,89.0009409
test_id_951,90.14877554
test_id_952,76.14450505
test_id_953,66.99548162
test_id_954,46.45606245
test_id_955,80.6362924
test_id_956,77.50089642
test_id_957,73.94880103
test_id_958,106.947303
test_id_959,69.93973001
test_id_960,72.12670516
test_id_961,85.61451963
test_id_962,88.70448163
test_id_963,63.19153785
test_id_964,84.52515318
test_id_965,85.6559696
test_id_966,42.18266599
test_id_967,90.14877554
test_id_968,59.84429549
test_id_969,85.6389733
test_id_970,89.36112416
test_id_971,92.21484202
test_id_972,84.85551004
test_id_973,46.78304429
test_id_974,78.81919461
test_id_975,41.4397984
test_id_976,91.09622543
test_id_977,77.20129483
test_id_978,81.45521803
test_id_979,72.27321791
test_id_980,144.3533839
test_id_981,57.32832728
test_id_982,48.21498748
test_id_983,59.26271337
test_id_984,82.84995807
test_id_985,80.74063621
test_id_986,61.08241059
test_id_987,48.54886278
test_id_988,85.6559696
test_id_989,79.23007277
test_id_990,84.52515318
test_id_991,63.58756354
test_id_992,65.47579878
test_id_993,33.81800756
test_id_994,62.71578357
test_id_995,75.0792023
test_id_996,63.19153785
test_id_997,72.39790052
test_id_998,61.54382777
test_id_999,75.10670272
test_id_1000,87.48094033
test_id_1001,69.01319658
test_id_1002,43.16689933
test_id_1003,85.6559696
test_id_1004,62.81882254
test_id_1005,50.63405066
test_id_1006,68.52371699
test_id_1007,74.33228661
test_id_1008,191.2087388
test_id_1009,72.80199709
test_id_1010,67.24737809
test_id_1011,76.16555384
test_id_1012,90.90852984
test_id_1013,81.74733366
test_id_1014,85.6559696
test_id_1015,66.31489667
test_id_1016,73.2175392
test_id_1017,78.48206361
test_id_1018,43.16689933
test_id_1019,72.41164221
test_id_1020,31.45408917
test_id_1021,149.1478415
test_id_1022,96.23749877
test_id_1023,78.02756683
test_id_1024,93.2599959
test_id_1025,51.43673205
test_id_1026,82.16170257
test_id_1027,142.0498529
test_id_1028,42.87532507
test_id_1029,92.68070497
test_id_1030,93.54775912
test_id_1031,85.01478615
test_id_1032,65.79899184
test_id_1033,77.75376022
test_id_1034,145.1061118
test_id_1035,65.24299778
test_id_1036,97.47168414
test_id_1037,43.16689933
test_id_1038,80.69953443
test_id_1039,140.7130196
test_id_1040,37.8945483
test_id_1041,74.33228661
test_id_1042,48.54886278
test_id_1043,179.7992454
test_id_1044,82.4021109
test_id_1045,81.2310683
test_id_1046,56.09769096
test_id_1047,76.35266424
test_id_1048,86.17167227
test_id_1049,39.83520508
test_id_1050,20.99677223
test_id_1051,70.34075539
test_id_1052,35.82714221
test_id_1053,71.94720157
test_id_1054,97.47168414
test_id_1055,67.41434451
test_id_1056,85.01478615
test_id_1057,122.814185
test_id_1058,71.89806781
test_id_1059,84.10499248
test_id_1060,119.9594723
test_id_1061,25.68094276
test_id_1062,62.66162342
test_id_1063,66.40460225
test_id_1064,52.18653987
test_id_1065,30.07140303
test_id_1066,73.78058666
test_id_1067,85.61451963
test_id_1068,67.29288809
test_id_1069,80.26242649
test_id_1070,71.92334658
test_id_1071,139.6025976
test_id_1072,117.4824632
test_id_1073,113.9309639
test_id_1074,33.06697749
test_id_1075,130.3893255
test_id_1076,71.89806781
test_id_1077,61.80669115
test_id_1078,60.50282137
test_id_1079,94.86835473
test_id_1080,62.5967913
test_id_1081,49.73385047
test_id_1082,100.5125528
test_id_1083,21.76961276
test_id_1084,129.5391337
test_id_1085,40.75422724
test_id_1086,67.29288809
test_id_1087,30.07140303
test_id_1088,76.17006011
test_id_1089,76.20094921
test_id_1090,67.24737809
test_id_1091,95.81020946
test_id_1092,70.47992566
test_id_1093,92.10930734
test_id_1094,84.52515318
test_id_1095,43.88038606
test_id_1096,71.42381013
test_id_1097,73.78058666
test_id_1098,83.85415383
test_id_1099,35.07094092
test_id_1100,145.0151841
test_id_1101,25.47453974
test_id_1102,100.0737472
test_id_1103,62.1808663
test_id_1104,59.88367268
test_id_1105,49.90564302
test_id_1106,87.42004775
test_id_1107,76.14450505
test_id_1108,62.81882254
test_id_1109,84.52515318
test_id_1110,88.00493951
test_id_1111,49.39086329
test_id_1112,80.01714371
test_id_1113,56.25465481
test_id_1114,90.14877554
test_id_1115,91.32602981
test_id_1116,88.01012019
test_id_1117,81.19379901
test_id_1118,80.56884366
test_id_1119,49.21044802
test_id_1120,77.52719119
test_id_1121,60.33473153
test_id_1122,122.814185
test_id_1123,86.96764105
test_id_1124,118.6214851
test_id_1125,61.0959806
test_id_1126,27.01943491
test_id_1127,40.45417262
test_id_1128,60.79154713
test_id_1129,144.7220139
test_id_1130,42.6655622
test_id_1131,85.01478615
test_id_1132,64.48072917
test_id_1133,68.42165115
test_id_1134,65.36040438
test_id_1135,43.24379502
test_id_1136,72.39790052
test_id_1137,111.2559803
test_id_1138,72.79808789
test_id_1139,80.56884366
test_id_1140,73.35678562
test_id_1141,82.43213942
test_id_1142,85.68340258
test_id_1143,89.46075251
test_id_1144,80.56884366
test_id_1145,67.09212933
test_id_1146,90.81943835
test_id_1147,42.87532507
test_id_1148,129.5391337
test_id_1149,103.7297559
test_id_1150,74.33228661
test_id_1151,33.81800756
test_id_1152,97.47168414
test_id_1153,61.0959806
test_id_1154,121.9380866
